age,gender,region,plan_tier,payment_type,device_os,app_version_lag_weeks,support_ticket,satisfaction_survey,notification_opt_in,email_opened_last,app_crashes_30d,weeks_since_signup,home_charging_access,charging_sessions_12w,avg_kwh_per_session,peak_share,charger_fault_rate,avg_wait_minutes,refund_request_last12w,price_change_exposed,payment_failure_last4w,weeks_since_last_charge,user_ID,retained_binary
68,Female,Canterbury,Pro,DebitCard,Android,0,NotLast3Months,NoResponse,TRUE,TRUE,2,3 weeks,FALSE,3,27.8 kWh,44%,3.90%,17 mins,FALSE,FALSE,FALSE,2 weeks,KC1000120,1
46,Female,Canterbury,Pro,ApplePay,iOS,3,YesThisMonth,NoResponse,FALSE,FALSE,0,10 weeks,TRUE,4,28.2 kWh,46%,0%,16 mins,FALSE,FALSE,FALSE,9 weeks,KC1000121,0
53,Prefer Not to Answer / Other / Unknown,BayOfPlenty,Plus,CreditCard,Android,4,Last3Months,4,TRUE,TRUE,2,10 weeks,TRUE,4,28.2 kWh,35%,9.70%,31 mins,TRUE,TRUE,FALSE,7 weeks,KC1000122,1
62,Female,Canterbury,Plus,DebitCard,iOS,2,NotLast3Months,3,TRUE,FALSE,1,9 weeks,TRUE,2,17.5 kWh,34%,3.60%,19 mins,FALSE,FALSE,FALSE,8 weeks,KC1000123,1
29,Male,Canterbury,Basic,CreditCard,iOS,1,NotLast3Months,2,TRUE,TRUE,2,3 weeks,FALSE,3,20.9 kWh,23%,6%,16 mins,FALSE,FALSE,FALSE,3 weeks,KC1000124,1
40,Male,Northland,Basic,CreditCard,Android,3,NotLast3Months,4,FALSE,TRUE,0,9 weeks,FALSE,4,17.4 kWh,29%,2%,23 mins,FALSE,TRUE,FALSE,7 weeks,KC1000125,1
46,Male,Wellington,Plus,GooglePay,Android,0,NotLast3Months,2,FALSE,TRUE,1,11 weeks,TRUE,2,19 kWh,37%,3.70%,22 mins,FALSE,TRUE,FALSE,7 weeks,KC1000126,0
49,Male,Auckland,Basic,CreditCard,Android,0,NotLast3Months,NoResponse,TRUE,FALSE,1,9 weeks,TRUE,3,25.7 kWh,52%,3.20%,26 mins,TRUE,TRUE,FALSE,8 weeks,KC1000127,0
43,Male,Auckland,Basic,GooglePay,iOS,3,Last3Months,NoResponse,TRUE,TRUE,0,0 weeks,FALSE,1,26 kWh,40%,2.50%,24 mins,FALSE,FALSE,FALSE,0 weeks,KC1000128,1
28,Female,Auckland,Plus,ApplePay,Android,3,NotLast3Months,3,FALSE,FALSE,4,8 weeks,TRUE,6,19.8 kWh,47%,2.20%,24 mins,FALSE,FALSE,FALSE,5 weeks,KC1000129,1
47,Male,HawkesBay,Plus,DebitCard,Android,2,NotLast3Months,3,FALSE,FALSE,2,1 weeks,TRUE,4,17.4 kWh,38%,4.80%,19 mins,FALSE,FALSE,FALSE,1 weeks,KC1000130,1
68,Prefer Not to Answer / Other / Unknown,Auckland,Plus,GooglePay,Android,1,NotLast3Months,4,FALSE,FALSE,1,3 weeks,FALSE,6,20.9 kWh,35%,3.50%,15 mins,FALSE,FALSE,FALSE,3 weeks,KC1000131,1
44,Male,Auckland,Plus,CreditCard,iOS,0,Last3Months,NoResponse,FALSE,FALSE,2,4 weeks,TRUE,2,18 kWh,63%,0%,26 mins,FALSE,FALSE,FALSE,4 weeks,KC1000132,1
47,Female,Auckland,Basic,CreditCard,iOS,1,NotLast3Months,NoResponse,FALSE,FALSE,3,9 weeks,FALSE,3,19.4 kWh,32%,0%,16 mins,FALSE,FALSE,FALSE,6 weeks,KC1000133,1
37,Male,Waikato,Fleet,CreditCard,iOS,3,Last3Months,4,TRUE,TRUE,2,2 weeks,TRUE,5,30.9 kWh,59%,4.90%,18 mins,FALSE,TRUE,FALSE,2 weeks,KC1000134,1
56,Prefer Not to Answer / Other / Unknown,Northland,Basic,GooglePay,iOS,3,NotLast3Months,3,FALSE,FALSE,1,4 weeks,TRUE,1,21 kWh,30%,8.40%,12 mins,FALSE,FALSE,FALSE,4 weeks,KC1000135,1
57,Female,Auckland,Plus,DebitCard,Android,2,NotLast3Months,4,FALSE,FALSE,2,10 weeks,TRUE,2,27.9 kWh,51%,3.10%,28 mins,FALSE,TRUE,FALSE,4 weeks,KC1000136,1
34,Prefer Not to Answer / Other / Unknown,Auckland,Basic,GooglePay,Android,2,NotLast3Months,NoResponse,FALSE,FALSE,2,4 weeks,FALSE,4,21 kWh,39%,3.20%,32 mins,FALSE,FALSE,TRUE,4 weeks,KC1000137,0
41,Female,Auckland,Pro,GooglePay,iOS,2,Last3Months,5,FALSE,FALSE,0,1 weeks,TRUE,3,24.1 kWh,62%,4.20%,40 mins,FALSE,TRUE,FALSE,1 weeks,KC1000138,1
40,Female,Canterbury,Basic,CreditCard,iOS,3,NotLast3Months,3,TRUE,TRUE,1,5 weeks,TRUE,1,21.7 kWh,55%,6.40%,35 mins,TRUE,FALSE,FALSE,5 weeks,KC1000139,0
19,Female,ManawhatuWhanganui,Basic,DebitCard,iOS,1,NotLast3Months,2,FALSE,TRUE,1,6 weeks,FALSE,2,20.7 kWh,44%,4.40%,24 mins,FALSE,FALSE,FALSE,5 weeks,KC1000140,1
63,Female,Malborough,Plus,GooglePay,iOS,3,Last3Months,4,TRUE,FALSE,1,0 weeks,FALSE,3,29.8 kWh,42%,7.60%,37 mins,TRUE,TRUE,FALSE,0 weeks,KC1000141,1
46,Female,Taranaki,Plus,GooglePay,Other,1,NotLast3Months,2,FALSE,TRUE,0,2 weeks,FALSE,5,22.3 kWh,44%,10.90%,39 mins,FALSE,FALSE,FALSE,2 weeks,KC1000142,1
42,Female,Auckland,Basic,DebitCard,iOS,7,NotLast3Months,4,TRUE,TRUE,3,0 weeks,TRUE,2,25.1 kWh,71%,0%,25 mins,FALSE,TRUE,FALSE,0 weeks,KC1000143,1
38,Male,Waikato,Pro,CreditCard,Android,1,NotLast3Months,NoResponse,FALSE,FALSE,2,1 weeks,TRUE,4,23.6 kWh,11%,4.40%,15 mins,FALSE,TRUE,FALSE,1 weeks,KC1000144,1
52,Male,ManawhatuWhanganui,Plus,ApplePay,Android,1,NotLast3Months,NoResponse,TRUE,FALSE,2,1 weeks,TRUE,3,24.9 kWh,19%,2%,8 mins,FALSE,FALSE,FALSE,1 weeks,KC1000145,1
38,Male,Auckland,Basic,CreditCard,iOS,2,Last3Months,4,FALSE,FALSE,0,9 weeks,TRUE,4,15.5 kWh,40%,4.10%,27 mins,TRUE,FALSE,FALSE,7 weeks,KC1000146,0
24,Female,Taranaki,Basic,CreditCard,Android,5,NotLast3Months,1,FALSE,FALSE,4,5 weeks,FALSE,5,15.2 kWh,42%,7.40%,21 mins,FALSE,FALSE,FALSE,5 weeks,KC1000147,1
41,Female,ManawhatuWhanganui,Basic,GooglePay,Android,2,NotLast3Months,NoResponse,FALSE,TRUE,0,0 weeks,FALSE,2,24 kWh,51%,6.10%,21 mins,FALSE,FALSE,FALSE,0 weeks,KC1000148,1
53,Female,Northland,Basic,DebitCard,Android,2,NotLast3Months,5,FALSE,FALSE,1,11 weeks,FALSE,4,19.7 kWh,20%,4.10%,13 mins,FALSE,FALSE,TRUE,6 weeks,KC1000149,1
30,Male,Canterbury,Basic,GooglePay,Android,2,NotLast3Months,4,FALSE,FALSE,2,0 weeks,FALSE,2,23.6 kWh,31%,4.40%,26 mins,FALSE,TRUE,FALSE,0 weeks,KC1000150,1
38,Male,Otago,Basic,GooglePay,Android,4,NotLast3Months,3,FALSE,FALSE,2,6 weeks,TRUE,2,22.3 kWh,43%,3.40%,34 mins,FALSE,FALSE,FALSE,6 weeks,KC1000151,0
41,Female,Wellington,Basic,DebitCard,iOS,2,NotLast3Months,2,FALSE,TRUE,1,5 weeks,FALSE,2,20.2 kWh,43%,3.70%,24 mins,FALSE,FALSE,FALSE,5 weeks,KC1000152,0
31,Male,Canterbury,Plus,ApplePay,Android,3,Last3Months,2,FALSE,FALSE,1,4 weeks,FALSE,5,16.7 kWh,24%,0%,10 mins,FALSE,TRUE,FALSE,4 weeks,KC1000153,1
30,Male,Tasman,Plus,CreditCard,iOS,0,NotLast3Months,1,TRUE,TRUE,0,6 weeks,TRUE,2,26.6 kWh,38%,11.10%,18 mins,FALSE,FALSE,FALSE,6 weeks,KC1000154,0
54,Female,Canterbury,Pro,CreditCard,iOS,1,YesThisMonth,4,FALSE,FALSE,0,5 weeks,FALSE,2,21.3 kWh,35%,3.80%,36 mins,FALSE,FALSE,FALSE,5 weeks,KC1000155,1
44,Male,Auckland,Basic,GooglePay,iOS,2,NotLast3Months,4,TRUE,FALSE,1,8 weeks,FALSE,2,19.3 kWh,33%,0%,23 mins,FALSE,TRUE,FALSE,8 weeks,KC1000156,0
60,Female,Wellington,Basic,GooglePay,Android,2,NotLast3Months,3,FALSE,FALSE,0,8 weeks,FALSE,1,20.6 kWh,41%,0%,29 mins,FALSE,TRUE,FALSE,8 weeks,KC1000157,0
54,Prefer Not to Answer / Other / Unknown,Canterbury,Pro,ApplePay,Android,1,Last3Months,2,FALSE,TRUE,1,9 weeks,TRUE,1,25.5 kWh,46%,2.90%,30 mins,FALSE,TRUE,FALSE,9 weeks,KC1000158,0
39,Male,Canterbury,Basic,CreditCard,Android,3,NotLast3Months,4,FALSE,TRUE,1,2 weeks,TRUE,3,22.6 kWh,33%,4.40%,25 mins,TRUE,TRUE,FALSE,2 weeks,KC1000159,1
35,Male,Canterbury,Pro,DebitCard,iOS,1,YesThisMonth,NoResponse,TRUE,FALSE,1,3 weeks,TRUE,4,25.2 kWh,59%,7.90%,28 mins,FALSE,FALSE,FALSE,3 weeks,KC1000160,1
50,Male,Wellington,Plus,GooglePay,iOS,1,NotLast3Months,NoResponse,FALSE,TRUE,0,0 weeks,TRUE,2,28.7 kWh,47%,4%,19 mins,FALSE,TRUE,FALSE,0 weeks,KC1000161,1
50,Male,Wellington,Basic,GooglePay,iOS,0,NotLast3Months,4,FALSE,FALSE,0,6 weeks,TRUE,1,22.9 kWh,59%,10.40%,36 mins,FALSE,FALSE,FALSE,6 weeks,KC1000162,0
44,Female,ManawhatuWhanganui,Plus,ApplePay,Other,4,NotLast3Months,4,FALSE,TRUE,6,8 weeks,TRUE,2,22.4 kWh,41%,6%,24 mins,FALSE,TRUE,FALSE,8 weeks,KC1000163,1
51,Female,BayOfPlenty,Basic,ApplePay,Other,2,NotLast3Months,NoResponse,FALSE,TRUE,1,6 weeks,TRUE,3,20.2 kWh,20%,9.40%,25 mins,FALSE,TRUE,FALSE,5 weeks,KC1000164,1
75,Male,Malborough,Basic,GooglePay,iOS,3,NotLast3Months,3,FALSE,FALSE,0,2 weeks,TRUE,1,25.4 kWh,12%,9.60%,18 mins,FALSE,FALSE,FALSE,2 weeks,KC1000165,1
34,Female,ManawhatuWhanganui,Basic,CreditCard,iOS,4,NotLast3Months,5,FALSE,FALSE,2,2 weeks,TRUE,4,12.2 kWh,34%,8.50%,31 mins,FALSE,FALSE,FALSE,2 weeks,KC1000166,1
40,Male,Auckland,Basic,CreditCard,Android,3,NotLast3Months,NoResponse,TRUE,TRUE,0,1 weeks,FALSE,2,18.5 kWh,36%,4.20%,24 mins,FALSE,FALSE,FALSE,1 weeks,KC1000167,1
57,Female,Gisborne,Plus,DebitCard,Android,2,Last3Months,4,FALSE,TRUE,2,2 weeks,TRUE,2,22.2 kWh,21%,1.50%,10 mins,FALSE,FALSE,TRUE,2 weeks,KC1000168,1
61,Female,Auckland,Basic,GooglePay,Android,1,NotLast3Months,NoResponse,FALSE,FALSE,0,6 weeks,FALSE,6,18.2 kWh,45%,1.90%,29 mins,FALSE,FALSE,TRUE,6 weeks,KC1000169,0
50,Female,BayOfPlenty,Basic,DebitCard,Android,1,NotLast3Months,NoResponse,FALSE,FALSE,2,9 weeks,FALSE,5,26.9 kWh,33%,9.60%,27 mins,FALSE,FALSE,FALSE,4 weeks,KC1000170,1
37,Female,Malborough,Basic,CreditCard,Android,4,NotLast3Months,NoResponse,TRUE,TRUE,3,2 weeks,TRUE,3,15.7 kWh,37%,8.10%,28 mins,FALSE,FALSE,FALSE,2 weeks,KC1000171,1
44,Male,Wellington,Pro,DebitCard,Android,1,YesThisMonth,NoResponse,TRUE,TRUE,0,3 weeks,FALSE,4,24.5 kWh,46%,12.30%,32 mins,FALSE,FALSE,TRUE,3 weeks,KC1000172,1
51,Prefer Not to Answer / Other / Unknown,Auckland,Pro,CreditCard,iOS,0,NotLast3Months,1,FALSE,FALSE,1,0 weeks,FALSE,1,25 kWh,58%,3.30%,33 mins,FALSE,FALSE,FALSE,0 weeks,KC1000173,1
28,Male,ManawhatuWhanganui,Basic,GooglePay,Android,1,Last3Months,2,FALSE,FALSE,1,7 weeks,TRUE,1,24.8 kWh,22%,7.60%,22 mins,FALSE,FALSE,FALSE,5 weeks,KC1000174,0
24,Female,BayOfPlenty,Plus,ApplePay,Android,1,NotLast3Months,NoResponse,FALSE,TRUE,1,9 weeks,FALSE,3,17.8 kWh,19%,5.40%,24 mins,FALSE,TRUE,FALSE,7 weeks,KC1000175,1
27,Female,Waikato,Basic,CreditCard,Android,1,YesThisMonth,NoResponse,FALSE,TRUE,0,3 weeks,FALSE,3,28.9 kWh,33%,6.60%,17 mins,TRUE,FALSE,FALSE,3 weeks,KC1000176,1
35,Female,Canterbury,Plus,CreditCard,iOS,4,NotLast3Months,2,TRUE,FALSE,0,5 weeks,FALSE,1,21.4 kWh,48%,1.20%,14 mins,FALSE,FALSE,FALSE,5 weeks,KC1000177,1
54,Male,HawkesBay,Pro,ApplePay,Android,2,NotLast3Months,1,TRUE,TRUE,2,9 weeks,TRUE,2,19.1 kWh,50%,4.80%,22 mins,FALSE,FALSE,FALSE,9 weeks,KC1000178,0
53,Male,ManawhatuWhanganui,Plus,DebitCard,Android,0,Last3Months,3,FALSE,FALSE,3,8 weeks,FALSE,2,19.6 kWh,36%,5.60%,21 mins,FALSE,TRUE,FALSE,8 weeks,KC1000179,1
46,Female,Auckland,Plus,CreditCard,Android,1,NotLast3Months,2,FALSE,FALSE,1,11 weeks,TRUE,1,22.2 kWh,37%,8.50%,26 mins,TRUE,FALSE,FALSE,9 weeks,KC1000180,0
62,Female,HawkesBay,Basic,DebitCard,iOS,0,NotLast3Months,NoResponse,FALSE,TRUE,1,1 weeks,FALSE,1,16.7 kWh,40%,5.40%,19 mins,FALSE,TRUE,FALSE,1 weeks,KC1000181,1
60,Female,Waikato,Basic,GooglePay,iOS,2,Last3Months,5,TRUE,FALSE,3,3 weeks,TRUE,1,27.6 kWh,31%,6.80%,21 mins,FALSE,FALSE,FALSE,3 weeks,KC1000182,1
36,Female,Otago,Pro,GooglePay,iOS,2,NotLast3Months,NoResponse,FALSE,FALSE,0,7 weeks,TRUE,5,30.1 kWh,18%,9.90%,27 mins,FALSE,FALSE,FALSE,2 weeks,KC1000183,1
30,Female,BayOfPlenty,Plus,DebitCard,Android,0,NotLast3Months,4,TRUE,TRUE,0,4 weeks,FALSE,3,21.2 kWh,46%,4.30%,23 mins,FALSE,FALSE,FALSE,2 weeks,KC1000184,1
55,Prefer Not to Answer / Other / Unknown,BayOfPlenty,Basic,CreditCard,iOS,1,Last3Months,NoResponse,FALSE,TRUE,1,8 weeks,TRUE,3,26.8 kWh,28%,0%,21 mins,FALSE,FALSE,TRUE,6 weeks,KC1000185,1
56,Prefer Not to Answer / Other / Unknown,Waikato,Plus,DebitCard,Android,2,NotLast3Months,2,FALSE,FALSE,3,8 weeks,FALSE,4,20.1 kWh,33%,2.50%,16 mins,TRUE,FALSE,FALSE,8 weeks,KC1000186,0
26,Female,Auckland,Plus,GooglePay,Android,2,Last3Months,NoResponse,TRUE,TRUE,2,9 weeks,FALSE,4,24.1 kWh,43%,1.70%,17 mins,FALSE,FALSE,FALSE,9 weeks,KC1000187,1
52,Female,Auckland,Basic,DebitCard,Android,1,Last3Months,NoResponse,FALSE,FALSE,0,8 weeks,FALSE,4,27.4 kWh,30%,5.90%,21 mins,FALSE,TRUE,FALSE,4 weeks,KC1000188,1
28,Male,Auckland,Basic,ApplePay,Android,0,Last3Months,3,FALSE,FALSE,1,1 weeks,FALSE,4,12.7 kWh,28%,2.90%,14 mins,TRUE,TRUE,FALSE,1 weeks,KC1000189,1
42,Male,Auckland,Basic,CreditCard,Android,1,NotLast3Months,NoResponse,TRUE,TRUE,2,8 weeks,TRUE,2,18.6 kWh,37%,2.80%,30 mins,FALSE,TRUE,FALSE,8 weeks,KC1000190,0
34,Male,Canterbury,Basic,GooglePay,Other,3,Last3Months,NoResponse,FALSE,TRUE,1,5 weeks,FALSE,6,17.4 kWh,45%,5.80%,24 mins,FALSE,FALSE,FALSE,5 weeks,KC1000191,1
28,Male,Auckland,Basic,CreditCard,iOS,4,NotLast3Months,NoResponse,FALSE,TRUE,2,6 weeks,FALSE,2,16.8 kWh,46%,0%,16 mins,FALSE,FALSE,FALSE,6 weeks,KC1000192,1
47,Female,Auckland,Plus,CreditCard,iOS,4,NotLast3Months,NoResponse,FALSE,FALSE,1,5 weeks,FALSE,2,23.9 kWh,37%,1.40%,18 mins,FALSE,FALSE,FALSE,5 weeks,KC1000193,1
47,Male,Auckland,Basic,DebitCard,iOS,1,NotLast3Months,NoResponse,TRUE,TRUE,0,3 weeks,FALSE,7,17.4 kWh,50%,7.80%,45 mins,FALSE,FALSE,FALSE,3 weeks,KC1000194,1
54,Prefer Not to Answer / Other / Unknown,HawkesBay,Basic,ApplePay,iOS,1,NotLast3Months,3,FALSE,FALSE,0,11 weeks,FALSE,3,20.8 kWh,28%,2.70%,17 mins,FALSE,FALSE,FALSE,9 weeks,KC1000195,0
24,Male,Canterbury,Basic,DebitCard,iOS,3,NotLast3Months,4,FALSE,FALSE,5,12 weeks,FALSE,5,14.6 kWh,46%,2.30%,21 mins,FALSE,FALSE,FALSE,9 weeks,KC1000196,0
47,Female,Otago,Plus,GooglePay,Android,4,NotLast3Months,NoResponse,FALSE,FALSE,1,2 weeks,FALSE,1,16.8 kWh,42%,12.30%,36 mins,FALSE,FALSE,FALSE,2 weeks,KC1000197,1
57,Female,HawkesBay,Plus,GooglePay,Android,2,NotLast3Months,4,FALSE,FALSE,1,8 weeks,TRUE,1,20.2 kWh,32%,5.80%,21 mins,FALSE,FALSE,FALSE,6 weeks,KC1000198,1
26,Male,Auckland,Basic,DebitCard,iOS,1,Last3Months,NoResponse,TRUE,TRUE,0,2 weeks,FALSE,4,8.9 kWh,63%,6.50%,34 mins,FALSE,FALSE,FALSE,2 weeks,KC1000199,1
31,Male,Auckland,Plus,CreditCard,iOS,0,Last3Months,NoResponse,FALSE,FALSE,1,1 weeks,FALSE,5,23.6 kWh,51%,0.40%,22 mins,FALSE,FALSE,FALSE,1 weeks,KC1000200,1
